Customer ID,transactions,total_units,total_spend,average_ticket,average_discount,average_rating,first_purchase,last_purchase,age,age_group,gender,location,subscription_status,returned_transactions,online_transactions,preferred_category,preferred_product,preferred_brand,days_since_last_purchase,inactive_270,activity_status,return_rate_pct,online_share_pct,offline_share_pct
CUST000133,5,5,18718,3743.6,6.2,3.2,2023-04-06,2024-12-20,37,Adult,Male,Mumbai,No,1,4,Clothing,Dress,Adidas,10,False,Active,20.0,80.0,20.0
CUST000135,1,2,5075,5075.0,6.0,4.0,2023-10-21,2023-10-21,64,Adult,Male,Nagpur,Yes,0,1,Clothing,Kurta,Biba,436,True,Inactive 270+ days,0.0,100.0,0.0
CUST000136,2,2,4445,2222.5,8.5,3.0,2023-11-10,2023-11-20,57,Adult,Female,Hyderabad,No,0,2,Accessories,Bag,Wildcraft,406,True,Inactive 270+ days,0.0,100.0,0.0
CUST000137,2,3,22848,11424.0,14.5,3.5,2023-08-02,2024-12-03,46,Adult,Other,Bhubaneswar,Yes,0,1,Clothing,Kurta,Adidas,27,False,Active,0.0,50.0,50.0
CUST000138,5,8,22233,4446.6,6.8,3.8,2023-03-30,2024-05-03,35,Adult,Male,Kochi,Yes,0,4,Accessories,Wallet,Puma,241,False,Active,0.0,80.0,20.0
CUST000139,4,4,10337,2584.25,7.0,3.5,2023-02-13,2023-12-17,29,Adult,Male,Mumbai,Yes,1,4,Clothing,Dress,Max,379,True,Inactive 270+ days,25.0,100.0,0.0
CUST000140,6,12,93096,15516.0,9.83,3.67,2023-12-27,2024-12-21,62,Adult,Male,Lucknow,No,1,5,Footwear,Running Shoes,Adidas,9,False,Active,16.67,83.33,16.67
CUST000141,2,2,3153,1576.5,5.0,3.0,2023-07-06,2023-11-13,34,Adult,Male,Chennai,Yes,0,2,Footwear,Heels,Bata,413,True,Inactive 270+ days,0.0,100.0,0.0
CUST000142,6,7,34500,5750.0,9.0,4.0,2023-05-25,2024-12-29,32,Adult,Female,Patna,No,1,6,Clothing,Boots,Adidas,1,False,Active,16.67,100.0,0.0
CUST000143,4,7,27795,6948.75,11.0,4.0,2023-09-01,2024-12-09,62,Adult,Male,Bhubaneswar,No,0,4,Clothing,Hoodie,Hush Puppies,21,False,Active,0.0,100.0,0.0
CUST000144,2,6,47655,23827.5,8.0,4.0,2023-07-09,2024-07-30,64,Adult,Male,Surat,No,0,1,Accessories,Cap,Levis,153,False,Active,0.0,50.0,50.0
CUST000145,3,3,6367,2122.33,20.0,3.67,2023-11-17,2024-10-10,32,Adult,Male,Visakhapatnam,Yes,0,3,Clothing,Heels,Biba,81,False,Active,0.0,100.0,0.0
CUST000146,2,4,21560,10780.0,2.5,4.0,2023-12-24,2024-10-30,34,Adult,Male,Jaipur,Yes,0,2,Clothing,Jacket,Adidas,61,False,Active,0.0,100.0,0.0
CUST000147,4,4,9172,2293.0,12.25,3.5,2023-07-15,2024-05-16,37,Adult,Male,Bangalore,No,2,3,Clothing,Shorts,Adidas,228,False,Active,50.0,75.0,25.0
CUST000148,3,4,16698,5566.0,6.0,3.33,2023-01-25,2024-02-06,35,Adult,Male,Lucknow,No,0,2,Accessories,Bag,Levis,328,True,Inactive 270+ days,0.0,66.67,33.33
CUST000150,6,10,85197,14199.5,8.67,3.17,2023-01-19,2024-03-06,43,Adult,Female,Kolkata,No,0,3,Clothing,Kurta,Biba,299,True,Inactive 270+ days,0.0,50.0,50.0
CUST000151,3,4,22286,7428.67,5.33,3.33,2023-03-09,2024-07-20,50,Adult,Male,Kochi,No,0,2,Clothing,Heels,Allen Solly,163,False,Active,0.0,66.67,33.33
CUST000152,4,5,20416,5104.0,15.0,2.75,2023-04-17,2023-10-08,47,Adult,Male,Delhi,Yes,2,4,Clothing,Cap,Levis,449,True,Inactive 270+ days,50.0,100.0,0.0
CUST000153,5,6,24761,4952.2,9.2,3.2,2023-03-05,2024-04-16,48,Adult,Male,Pune,No,1,4,Clothing,Hoodie,Puma,258,False,Active,20.0,80.0,20.0
CUST000154,3,3,16285,5428.33,15.67,3.33,2023-10-31,2024-04-12,37,Adult,Other,Pune,Yes,0,2,Accessories,Kurta,HRX,262,False,Active,0.0,66.67,33.33
CUST000155,4,6,23276,5819.0,9.25,3.25,2023-03-05,2024-12-22,47,Adult,Male,Bhubaneswar,No,1,3,Footwear,Sneakers,Adidas,8,False,Active,25.0,75.0,25.0
CUST000156,9,12,78387,8709.67,8.22,3.11,2023-03-01,2024-10-06,32,Adult,Female,Bhubaneswar,No,2,6,Clothing,Saree,Adidas,85,False,Active,22.22,66.67,33.33
